id,company,location,industry,total_laid_off,percentage_laid_off,date,stage,stage_group,funds_raised,country,source,date_added,year,month
1501,Xolo,"Tallinn, Non-U.S.",Finance,24,,2023-09-04,Series A,Early,11.00,Estonia,https://arileht.delfi.ee/artikkel/120229031/vabakutseliste-platvorm-xolo-koondab-tootajaid-eesmark-on-jouda-kasumisse,2023-09-04,2023,2023-09
1502,Nexar,New York City,Transportation,17,0.14,2023-09-04,Series D,Growth,149.00,United States,https://www.calcalistech.com/ctechnews/article/rktq3gqc3,2023-09-04,2023,2023-09
1503,Khatabook,"Bengaluru, Non-U.S.",Finance,42,,2023-09-01,Series C,Growth,187.00,India,https://entrackr.com/2023/09/peak-xv-backed-khatabook-lays-off-over-40-employees/,2023-09-04,2023,2023-09
1504,Clearcover,Chicago,Finance,,0.28,2023-09-01,Series D,Growth,304.00,United States,https://coverager.com/clearcover-makes-additional-cuts/,2023-09-01,2023,2023-09
1505,Gated,SF Bay Area,Other,,1.00,2023-09-01,Seed,Early,3.00,United States,https://www.linkedin.com/posts/gated_hello-gated-community-weve-some-news-to-activity-7103355034842628096-MOYT/,2023-09-04,2023,2023-09
1506,Lunchtime,"Brno, Non-U.S.",Food,,1.00,2023-09-01,Acquired,Mature/Exit,,Czech Republic,https://inc42.com/buzz/foodtech-giant-zomato-shutters-czech-subsidiary-lunchtime/,2023-09-04,2023,2023-09
1507,Pegasystems,Boston,HR,240,0.04,2023-08-31,Post-IPO,Mature/Exit,,United States,https://www.bizjournals.com/boston/news/2023/08/31/pegasystems-layoffs-second-round.html,2023-09-01,2023,2023-08
1508,Biofourmis,Boston,Healthcare,120,,2023-08-31,Series D,Growth,464.00,United States,https://www.peoplematters.in/news/leadership/biofourmis-ceo-resigns-abruptly-after-layoffs-firm-begins-new-ceo-search-38874,2023-09-01,2023,2023-08
1509,Malwarebytes,SF Bay Area,Security,100,,2023-08-31,Series B,Early,80.00,United States,https://techcrunch.com/2023/08/31/malwarebytes-layoffs-business-split/,2023-08-31,2023,2023-08
1510,Expedia,Seattle,Travel,,,2023-08-31,Post-IPO,Mature/Exit,3300.00,United States,https://www.geekwire.com/2023/internal-email-expedia-group-lays-off-some-tech-workers-in-latest-move-to-reshape-its-workforce/,2023-09-04,2023,2023-08
1511,Productboard,SF Bay Area,Product,,0.10,2023-08-31,Series D,Growth,,United States,https://www.businessinsider.com/kleiner-perkins-sequoia-and-bessemer-backed-productboard-fourth-round-layoffs-2024-1,2024-01-27,2023,2023-08
1512,SkyKick,Seattle,Other,140,,2023-08-30,Unknown,Unknown,198.00,United States,https://www.geekwire.com/2023/cloud-automation-startup-skykick-lays-off-181-employees-in-washington-state/,2023-08-30,2023,2023-08
1513,Omuni,"Bengaluru, Non-U.S.",Retail,60,0.35,2023-08-30,Acquired,Mature/Exit,10.00,India,https://inc42.com/buzz/exclusive-shiprocket-owned-omuni-fires-nearly-35-workforce-ceo-cto-to-exit/,2023-08-30,2023,2023-08
1514,Kenko Health,"Mumbai, Non-U.S.",Healthcare,50,0.20,2023-08-30,Series A,Early,14.00,India,https://www.businessinsider.in/business/startups/news/healthcare-startup-kenko-health-lays-off-20-of-workforce-across-functions/articleshow/103201380.cms,2023-09-01,2023,2023-08
1515,Huma,"London, Non-U.S.",Healthcare,45,0.10,2023-08-30,Unknown,Unknown,217.00,United Kingdom,https://sifted.eu/articles/uk-healthtech-huma-layoffs,2023-08-30,2023,2023-08
1516,Zeplin,SF Bay Area,Product,37,0.35,2023-08-30,Seed,Early,1.00,United States,https://sfstandard.com/2023/08/30/san-francisco-software-startup-lays-off-one-third-of-workforce/,2023-08-30,2023,2023-08
1517,Kenko Health,"Mumbai, Non-U.S.",Healthcare,50,0.20,2023-08-29,Unknown,Unknown,14.00,India,https://entrackr.com/2023/08/exclusive-kenko-health-lays-off-20-of-workforce/,2023-08-29,2023,2023-08
1518,123Milhas,"Belo Horizonte, Non-U.S.",Travel,,,2023-08-29,Unknown,Unknown,,Brazil,https://economia.uol.com.br/noticias/redacao/2023/08/28/123milhas-demissao-funcionarios.htm,2023-10-06,2023,2023-08
1519,Zebra Technologies,Chicago,Manufacturing,700,0.07,2023-08-28,Post-IPO,Mature/Exit,2000.00,United States,https://www.chicagobusiness.com/technology/zebra-technologies-cuts-700-jobs-or-7-percent-bar-code-maker-workforce,2023-08-28,2023,2023-08
1520,CoinSwitch,"Bengaluru, Non-U.S.",Crypto,44,,2023-08-28,Series C,Growth,301.00,India,https://entrackr.com/2023/08/crypto-firm-coinswitch-kuber-lays-off-44-employees/,2023-08-28,2023,2023-08
1521,Clockwork,Dallas,Crypto,,1.00,2023-08-28,Seed,Early,4.00,United States,8/28/solana-based-automation-startup-clockwork-to-shut-down/,2023-08-28,2023,2023-08
1522,SenseTime,"Hong Kong, Non-U.S.",AI,,,2023-08-28,Post-IPO,Mature/Exit,2600.00,Hong Kong,https://technode.com/2023/08/28/chinese-ai-company-sensetime-initiates-new-round-of-layoffs-in-overhaul/,2023-08-28,2023,2023-08
1523,HackerRank,SF Bay Area,Recruiting,53,,2023-08-27,Series D,Growth,103.00,United States,https://telecom.economictimes.indiatimes.com/news/internet/hackerrank-lays-off-53-employees-amid-economic-uncertainty/103102308,2023-08-28,2023,2023-08
1524,Cuemath,"Bengaluru, Non-U.S.",Education,100,,2023-08-26,Unknown,Unknown,121.00,India,https://inc42.com/buzz/edtech-startup-cuemath-fires-another-100-employees-to-cut-costs/,2023-08-27,2023,2023-08
1525,Fortinet,SF Bay Area,Security,,,2023-08-25,Post-IPO,Mature/Exit,89.00,United States,https://www.crn.com/news/security/fortinet-makes-cuts-to-sales-channel-business-development-groups,2023-08-27,2023,2023-08
1526,Captiv8,SF Bay Area,Marketing,8,0.03,2023-08-24,Unknown,Unknown,4.00,United States,https://www.prweek.com/article/1835107/influencer-marketing-platform-captiv8-lays-off-eight-employees-3-staff,2023-08-25,2023,2023-08
1527,Chingari,"Bengaluru, Non-U.S.",Media,,0.50,2023-08-24,Unknown,Unknown,88.00,India,https://inc42.com/buzz/exclusive-chingari-sacks-over-50-employees-in-second-round-of-layoffs/,2023-08-24,2023,2023-08
1528,Atlas,Chicago,HR,150,0.30,2023-08-23,Series B,Early,220.00,United States,https://www.forbes.com/sites/angelicamarideoliveira/2023/08/24/hrtech-atlas-announces-layoffs-six-months-post-brazil-launch/?sh=31ea27cb6b7d,2023-08-24,2023,2023-08
1529,Veriff,"Tallinn, Non-U.S.",Security,101,0.21,2023-08-23,Series C,Growth,192.00,Estonia,https://digipro.geenius.ee/rubriik/uudis/veriff-koondab-taas-sel-korral-peab-lahkuma-viiendik-tootajaist/,2023-08-23,2023,2023-08
1530,BlackLine,Los Angeles,Finance,95,0.05,2023-08-23,Post-IPO,Mature/Exit,220.00,United States,https://beststocks.com/blackline-announces-workforce-reduction-to-st/,2023-08-24,2023,2023-08
1532,Cellulant,"Nairobi, Non-U.S.",Finance,,0.20,2023-08-23,Series C,Growth,54.00,Kenya,https://techeconomy.ng/cellulant-to-lay-off-20-of-its-workforce/,2023-08-24,2023,2023-08
1533,JOIN,"Berlin, Non-U.S.",Recruiting,,,2023-08-23,Unknown,Unknown,,Germany,https://docs.google.com/spreadsheets/d/1bsu6O2DCEkzM-4Ny8q6HmLZ2DGfjpZVYdxTOgg3z23M/edit?resourcekey#gid=2104038854,2023-08-25,2023,2023-08
1534,Getir,"London, Non-U.S.",Food,2500,0.11,2023-08-22,Series E,Growth,1800.00,United Kingdom,https://www.reuters.com/world/middle-east/turkeys-getir-cut-11-workers-global-restructuring-2023-08-22/,2023-08-22,2023,2023-08
1535,CoinDCX,"Mumbai, Non-U.S.",Crypto,,0.12,2023-08-22,Series D,Growth,247.00,India,https://www.moneycontrol.com/europe/?url=https://www.moneycontrol.com/news/business/crypto-exchange-coindcx-lays-off-12-of-workforce-11236611.html,2023-08-23,2023,2023-08
1536,Datagen,"Tel Aviv, Non-U.S.",AI,,,2023-08-22,Series B,Early,72.00,Israel,https://www.calcalistech.com/ctechnews/article/h1f0hxft3,2023-08-23,2023,2023-08
1537,Hypefast,"Jakarta, Non-U.S.",Retail,,0.30,2023-08-22,Series A,Early,33.00,Indonesia,https://www.techinasia.com/indonesian-brand-aggregator-hypefast-lays-30-staff,2023-08-25,2023,2023-08
1538,Tempo Automation,SF Bay Area,Other,,,2023-08-22,Post-IPO,Mature/Exit,154.00,United States,https://www.bizjournals.com/sanfrancisco/news/2023/08/22/tmpo-asia-io-layoffs-san-francisco-manufacturing.html,2023-08-23,2023,2023-08
1539,Recur,Miami,Crypto,,,2023-08-21,Series A,Early,55.00,United States,https://www.theblock.co/post/246477/recur-to-shut-down-less-than-two-years-after-raising-50-million-in-series-a,2023-08-23,2023,2023-08
1540,Unite Us,New York City,Healthcare,,,2023-08-21,Series C,Growth,196.00,United States,https://www.fiercehealthcare.com/health-tech/unite-us-lays-employees-amid-negative-ebitda-margins,2023-09-09,2023,2023-08
1541,Twiga,"Nairobi, Non-U.S.",Food,283,0.33,2023-08-20,Series C,Growth,157.00,Kenya,https://techcabal.com/2023/08/20/twiga-foods-lays-off-283-employees/,2023-08-22,2023,2023-08
1542,Spartan Poker,"Kolkata, Non-U.S.",Consumer,125,0.40,2023-08-19,Unknown,Unknown,,India,https://inc42.com/buzz/after-mpl-hike-spartan-poker-follows-suit-lays-off-40-of-workforce/,2023-08-19,2023,2023-08
1543,Times Internet,"Gurugram, Non-U.S.",Media,100,0.05,2023-08-18,Subsidiary,Mature/Exit,,India,Times Internet,2023-08-19,2023,2023-08
1544,Detectify,"Stockholm, Non-U.S.",Security,30,,2023-08-18,Unknown,Unknown,42.00,Sweden,https://www.breakit.se/artikel/37377/sakrade-kapital-nu-far-annu-fler-ga-fran-detectify,2023-10-23,2023,2023-08
1545,Embrace,SF Bay Area,Product,,,2023-08-18,Unknown,Unknown,77.00,United States,https://www.linkedin.com/posts/futoran_healthy-does-not-mean-infinite-while-embrace-activity-7097259048655355904-4JnJ/,2023-09-01,2023,2023-08
1546,Zylo,Indianapolis,Other,,0.10,2023-08-18,Series C,Growth,72.00,United States,https://www.insideindianabusiness.com/articles/indy-tech-company-zylo-conducts-layoffs,2023-08-19,2023,2023-08
1547,Illumina,San Diego,Healthcare,151,,2023-08-17,Post-IPO,Mature/Exit,28.00,United States,https://www.sandiegouniontribune.com/business/story/2023-08-17/illumina-lays-off-151-san-diego-workers,2023-08-19,2023,2023-08
1548,AppFolio,Santa Barbara,Real Estate,149,0.09,2023-08-17,Post-IPO,Mature/Exit,30.00,United States,https://www.pacbiztimes.com/2023/08/17/appfolio-lays-off-9-of-workforce-in-second-round-of-2023-cuts/,2023-08-18,2023,2023-08
1549,Intel,SF Bay Area,Hardware,140,,2023-08-17,Post-IPO,Mature/Exit,12.00,United States,https://www.tomshardware.com/news/intel-to-make-further-workforce-cuts-in-us-report,2023-08-19,2023,2023-08
1550,StreamElements,"Tel Aviv, Non-U.S.",Media,60,0.35,2023-08-17,Series B,Early,111.00,Israel,https://www.calcalistech.com/ctechnews/article/s1xjtrs22,2023-08-18,2023,2023-08
1551,CircleCI,SF Bay Area,Product,,,2023-08-17,Series F,Late,315.00,United States,Internal memo,2023-08-18,2023,2023-08
1552,FlexCar,Boston,Transportation,20,,2023-08-16,Unknown,Unknown,297.00,United States,https://www.bizjournals.com/boston/news/2023/08/16/flexcar-layoffs-2023.html,2023-08-18,2023,2023-08
1553,Xendit,"Jakarta, Non-U.S.",Finance,,,2023-08-16,Series D,Growth,534.00,Indonesia,https://www.techinasia.com/xendit-conducts-layoffs-product-team-affected,2024-02-02,2023,2023-08
1554,Noice,"Helsinki, Non-U.S.",Consumer,,,2023-08-15,Seed,Early,5.00,Finland,https://www.techinasia.com/noice-lays-off-restructuring,2023-08-15,2023,2023-08
1555,SecureWorks,Atlanta,Security,300,0.15,2023-08-14,Post-IPO,Mature/Exit,83.00,United States,https://techcrunch.com/2023/08/14/secureworks-second-round-layoffs-this-year/,2023-08-14,2023,2023-08
1556,Easee,"Sandnes, Non-U.S.",Energy,200,0.57,2023-08-14,Unknown,Unknown,,Norway,https://www.dn.no/teknologi/easee/jonas-helmikstol/kjetil-nasje/easee-med-masseoppsigelser-grunder-og-toppsjef-jonas-helmikstol-gar-av/2-1-1500472,2023-08-19,2023,2023-08
1557,CoinDesk,New York City,Crypto,,,2023-08-14,Acquired,Mature/Exit,,United States,https://www.theblock.co/post/244665/coindesk-lays-off-45-of-editorial-staff-as-it-eyes-deal-to-sell-company,2023-08-15,2023,2023-08
1558,iQiyi Smart,"Beijing, Non-U.S.",Other,,,2023-08-14,Series C,Growth,,China,https://www.caixinglobal.com/2023-08-14/iqiyis-vr-unit-fails-to-pay-staff-slashes-jobs-as-metaverse-hype-fades-102093155.html,2023-08-15,2023,2023-08
1559,LingoAce,"Singapore, Non-U.S.",Education,,,2023-08-11,Series C,Growth,180.00,Singapore,https://www.techinasia.com/entire-teams-overnight-lingoace-laid-hundreds-expansion-hurdles,2023-08-15,2023,2023-08
1560,Shutterfly,Minneapolis,Manufacturing,246,,2023-08-10,Post-IPO,Mature/Exit,50.00,United States,https://www.cbsnews.com/minnesota/news/shutterfly-closing-shakopee-plant/,2023-08-11,2023,2023-08
1561,SHINE Technologies,Milwaukee,Other,59,,2023-08-10,Series C,Growth,672.00,United States,https://www.nbc15.com/2023/08/10/janesville-based-shine-announces-layoffs-days-after-announcing-nuclear-fusion-breakthrough/,2023-08-11,2023,2023-08
1562,Hike,"New Delhi, Non-U.S.",Consumer,55,,2023-08-10,Unknown,Unknown,261.00,India,https://economictimes.indiatimes.com/tech/startups/hike-lays-off-around-55-people-after-gst-hike-on-online-gaming/articleshow/102608819.cms?from=mdr,2023-08-11,2023,2023-08
1563,NCC Group,"Manchester, Non-U.S.",Security,,,2023-08-10,Post-IPO,Mature/Exit,,United Kingdom,https://techcrunch.com/2023/08/10/ncc-group-layoffs/,2023-08-17,2023,2023-08
1564,Blend,SF Bay Area,Finance,150,0.19,2023-08-09,Post-IPO,Mature/Exit,665.00,United States,http://archive.fast-edgar.com/20230809/A7L2K22CZ22282Z2222G22ZZMTBIQQB2A252/,2023-08-11,2023,2023-08
1565,Niantic,Los Angeles,Other,100,,2023-08-09,Series D,Growth,770.00,United States,https://www.bizjournals.com/losangeles/news/2023/08/09/niantic-100-layoffs-los-angeles.html,2023-08-11,2023,2023-08
1566,Babylon Health,"London, Non-U.S.",Healthcare,94,,2023-08-09,Post-IPO,Mature/Exit,1200.00,United Kingdom,https://www.fiercehealthcare.com/digital-health/babylon-closes-us-business-lays-employees-after-mindmaze-take-private-deal-collapses,2023-08-11,2023,2023-08
1567,Dealtale,"Tel Aviv, Non-U.S.",Sales,70,1.00,2023-08-09,Acquired,Mature/Exit,2.00,Israel,https://www.calcalistech.com/ctechnews/article/rkn8dlz32,2023-08-11,2023,2023-08
1568,Bukalapak,"Jakarta, Non-U.S.",Retail,,,2023-08-09,Post-IPO,Mature/Exit,925.00,Indonesia,https://www.techinasia.com/bukalapak-conducts-new-round-of-layoffs,2023-08-09,2023,2023-08
1569,Podium,Lehi,Support,,,2023-08-09,Series D,Growth,419.00,United States,Internal memo,2023-08-11,2023,2023-08
1570,Quizy,"Gurugram, Non-U.S.",Consumer,,1.00,2023-08-09,Seed,Early,,India,https://www.timesnownews.com/business-economy/companies/gst-hike-impact-gaming-startup-quizy-shuts-down-what-lies-ahead-for-online-gaming-companies-article-102571971,2023-08-09,2023,2023-08
1571,StyleSeat,SF Bay Area,Consumer,,0.17,2023-08-09,Series C,Growth,40.00,United States,https://docs.google.com/spreadsheets/d/1q4eOXAZiboWrj3goaBeOKfGOKP3ONsVQkXxDH1nXZw0/edit#gid=0,2023-10-02,2023,2023-08
1572,Thoughtworks,Chicago,Other,579,0.05,2023-08-08,Post-IPO,Mature/Exit,748.00,United States,https://www.chicagobusiness.com/employment/thoughtworks-cut-hundreds-jobs,2023-10-17,2023,2023-08
1573,Rapid7,Boston,Security,470,0.18,2023-08-08,Post-IPO,Mature/Exit,89.00,United States,https://www.bizjournals.com/boston/news/2023/08/08/rapid7-layoffs-q2-earnings.html,2023-08-08,2023,2023-08
1574,MPL,"Bengaluru, Non-U.S.",Consumer,350,,2023-08-08,Unknown,Unknown,375.00,India,https://www.moneycontrol.com/europe/?url=https://www.moneycontrol.com/news/business/mpl-to-lay-off-350-employees-after-gst-councils-new-28-tax-proposal-11126951.html,2023-08-08,2023,2023-08
1575,Doximity,SF Bay Area,Healthcare,100,0.10,2023-08-08,Post-IPO,Mature/Exit,82.00,United States,https://www.fiercehealthcare.com/health-tech/doximity-lays-10-workforce-stock-sinks-company-downgrades-revenue-guidance,2023-08-09,2023,2023-08
1576,23andMe,SF Bay Area,Healthcare,71,0.11,2023-08-08,Post-IPO,Mature/Exit,1100.00,United States,https://www.streetinsider.com/Corporate+News/23andMe+Holding+%28ME%29+Announces+11%25+Workforce+Cut/22014370.html,2023-08-08,2023,2023-08
1577,Caliva,SF Bay Area,Retail,54,,2023-08-08,Series B,Early,75.00,United States,https://www.bizjournals.com/sanfrancisco/news/2023/08/08/gold-flora-tpco-caliva-jay-z-cannabis-layoff-sj.html,2023-08-09,2023,2023-08
1578,Sendy,"Nairobi, Non-U.S.",Logistics,,1.00,2023-08-08,Series B,Early,26.00,Kenya,https://techcrunch.com/2023/08/08/kenyan-logistics-startup-sendy-shuts-down-embarks-on-asset-sale/,2023-08-08,2023,2023-08
1579,Dell,Austin,Hardware,,,2023-08-07,Post-IPO,Mature/Exit,,United States,https://www.crn.com/news/channel-news/dell-confirms-sales-layoffs-as-part-of-new-partner-led-storage-strategy,2023-08-08,2023,2023-08
1580,Verse,"Barcelona, Non-U.S.",Finance,,1.00,2023-08-07,Acquired,Mature/Exit,38.00,Spain,https://www.finextra.com/newsarticle/42741/block-shuts-european-p2p-payments-brand-verse,2023-08-29,2023,2023-08
1581,Qomplx,Washington D.C.,AI,60,,2023-08-04,Series A,Early,107.00,United States,https://www.bizjournals.com/washington/news/2023/08/04/tysons-qomplx-layoffs-spac.html,2023-08-05,2023,2023-08
1582,CodeClan,"Edinburgh, Non-U.S.",Education,57,1.00,2023-08-04,Seed,Early,,United Kingdom,https://www.edinburghnews.scotsman.com/news/people/codeclan-crowdfunder-launched-to-help-students-after-tech-training-academy-goes-into-administration-4245811,2023-08-08,2023,2023-08
1583,Top Hat,"Toronto, Non-U.S.",Education,42,0.07,2023-08-04,Series E,Growth,234.00,Canada,https://betakit.com/canadian-startup-struggles-continue-as-silofit-closes-up-shop-top-hat-and-fable-cut-staff/,2023-08-05,2023,2023-08
1584,Astra,SF Bay Area,Aerospace,,0.25,2023-08-04,Post-IPO,Mature/Exit,300.00,United States,https://techcrunch.com/2023/08/04/astra-lays-off-25-of-workforce-reallocates-engineers-in-an-effort-to-fight-dwindling-cash-reserves/,2023-08-05,2023,2023-08
1585,Big Cabal Media,"Lagos, Non-U.S.",Media,,0.19,2023-08-04,Seed,Early,3.00,Nigeria,https://www.benjamindada.com/big-cabal-media-lays-off-workforce/,2023-08-05,2023,2023-08
1586,Discord,SF Bay Area,Consumer,37,0.04,2023-08-03,Series H,Late,995.00,United States,https://www.theinformation.com/briefings/discord-lays-off-4-of-workforce,2023-08-04,2023,2023-08
1587,Bardee,"Melbourne, Non-U.S.",Food,30,,2023-08-03,Seed,Early,5.00,Australia,https://www.businessnewsaustralia.com/articles/bardee-lets-go-staff-to-make-its-food-waste-revolution-profitable.html,2023-08-03,2023,2023-08
1588,Aware,Columbus,Security,,,2023-08-03,Series C,Growth,88.00,United States,https://www.bizjournals.com/columbus/inno/stories/news/2023/08/03/columbus-startup-aware-job-cut-pivot.html,2023-08-06,2023,2023-08
1589,Ayoconnect,"Jakarta, Non-U.S.",Finance,,0.10,2023-08-03,Series B,Early,43.00,Indonesia,https://www.dealstreetasia.com/stories/ayoconnect-cuts-staff-356209,2023-08-05,2023,2023-08
1590,Finastra,"Tel Aviv, Non-U.S.",Finance,,,2023-08-03,Unknown,Unknown,,Israel,https://www.calcalistech.com/ctechnews/article/uaxzby5po,2023-08-04,2023,2023-08
1591,Spinny,"Gurugram, Non-U.S.",Transportation,300,0.05,2023-08-02,Series E,Growth,513.00,India,https://www.moneycontrol.com/europe/?url=https://www.moneycontrol.com/news/business/tiger-global-backed-spinny-fires-300-employees-ahead-of-business-rejig-11085751.html,2023-08-04,2023,2023-08
1592,Tekion,"Bengaluru, Non-U.S.",Other,300,0.10,2023-08-02,Series D,Growth,435.00,India,https://inc42.com/buzz/exclusive-tekion-lays-off-around-200-indian-employees/,2023-08-03,2023,2023-08
1593,BetterUp,SF Bay Area,HR,100,0.16,2023-08-02,Series E,Growth,567.00,United States,https://www.thedailybeast.com/prince-harrys-silicon-valley-gig-betterup-chops-16-of-staff-amid-tumult,2023-08-04,2023,2023-08
1594,Augury,New York City,Manufacturing,70,0.18,2023-08-02,Series E,Growth,274.00,United States,https://www.calcalistech.com/ctechnews/article/ryoxde00j3,2023-08-03,2023,2023-08
1595,Gem,SF Bay Area,Recruiting,70,,2023-08-02,Series C,Growth,148.00,United States,https://www.linkedin.com/feed/update/urn:li:activity:7092626063834443776/,2023-08-03,2023,2023-08
1596,Gupy,"Sao Paulo, Non-U.S.",HR,58,0.08,2023-08-02,Series B,Early,105.00,Brazil,https://startups.com.br/noticias/gupy-reorganiza-a-casa-e-faz-demissoes-humanizadas/,2023-08-03,2023,2023-08
